NACE 2 CODE,Activity Code,Economic Activity,Year,Month,Anastoles-Metapoiisi,Anastoles-Touristiki,Termatismoi-Touristiki,Termatismoi-Alloi,Total
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2014,Οκτώβριος,0,0,0,717,717
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2014,Οκτώβριος,0,0,3,360,363
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2014,Οκτώβριος,0,0,0,986,986
P,16,Εκπαίδευση,2014,Οκτώβριος,0,0,0,588,588
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2014,Οκτώβριος,0,0,0,285,285
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2014,Οκτώβριος,0,0,0,231,231
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2014,Οκτώβριος,0,0,11,314,325
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2014,Οκτώβριος,0,0,0,33,33
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2014,Οκτώβριος,0,0,0,15,15
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2014,Οκτώβριος,0,0,4,2674,2678
LIM,23,Λιμενεργάτες,2014,Οκτώβριος,0,0,0,0,0
Σύνολο,Σύνολο,Σύνολο,2014,Οκτώβριος,9,9,684,17235,17937
A,1,"Γεωργία, δασοκομία και αλιεία",2014,Νοέμβριος,0,0,0,114,114
B,2,Ορυχεία και λατομεία,2014,Νοέμβριος,0,0,0,25,25
C,3,Μεταποίηση,2014,Νοέμβριος,43,0,2,1672,1717
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2014,Νοέμβριος,0,0,0,25,25
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2014,Νοέμβριος,0,0,0,13,13
F,6,Κατασκευές,2014,Νοέμβριος,0,3,15,2199,2217
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2014,Νοέμβριος,0,170,27,3527,3724
H,8,Μεταφορά και αποθήκευση,2014,Νοέμβριος,0,42,9,972,1023
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2014,Νοέμβριος,0,2093,3924,3240,9257
J,10,Ενημέρωση και επικοινωνία,2014,Νοέμβριος,0,0,1,469,470
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2014,Νοέμβριος,0,0,0,711,711
L,12,Διαχείριση ακίνητης περιουσίας,2014,Νοέμβριος,0,0,8,131,139
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2014,Νοέμβριος,0,1,0,688,689
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2014,Νοέμβριος,0,55,22,603,680
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2014,Νοέμβριος,0,14,0,1441,1455
P,16,Εκπαίδευση,2014,Νοέμβριος,0,9,1,380,390
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2014,Νοέμβριος,0,0,2,298,300
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2014,Νοέμβριος,0,50,6,380,436
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2014,Νοέμβριος,0,7,29,364,400
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2014,Νοέμβριος,0,0,0,37,37
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2014,Νοέμβριος,0,0,0,15,15
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2014,Νοέμβριος,0,0,10,1967,1977
LIM,23,Λιμενεργάτες,2014,Νοέμβριος,0,0,0,0,0
Σύνολο,Σύνολο,Σύνολο,2014,Νοέμβριος,43,2444,4056,19271,25814
A,1,"Γεωργία, δασοκομία και αλιεία",2014,Δεκέμβριος,0,0,1,112,113
B,2,Ορυχεία και λατομεία,2014,Δεκέμβριος,0,0,0,25,25
C,3,Μεταποίηση,2014,Δεκέμβριος,46,0,3,1672,1721
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2014,Δεκέμβριος,0,0,0,21,21
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2014,Δεκέμβριος,0,0,0,9,9
F,6,Κατασκευές,2014,Δεκέμβριος,0,2,17,2129,2148
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2014,Δεκέμβριος,0,224,32,3626,3882
H,8,Μεταφορά και αποθήκευση,2014,Δεκέμβριος,0,42,12,1099,1153
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2014,Δεκέμβριος,0,3739,4701,3801,12241
J,10,Ενημέρωση και επικοινωνία,2014,Δεκέμβριος,0,0,1,470,471
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2014,Δεκέμβριος,0,0,0,601,601
L,12,Διαχείριση ακίνητης περιουσίας,2014,Δεκέμβριος,0,0,8,150,158
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2014,Δεκέμβριος,0,1,1,697,699
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2014,Δεκέμβριος,0,58,37,685,780
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2014,Δεκέμβριος,0,16,0,2152,2168
P,16,Εκπαίδευση,2014,Δεκέμβριος,0,9,3,365,377
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2014,Δεκέμβριος,0,0,2,298,300
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2014,Δεκέμβριος,0,53,11,407,471
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2014,Δεκέμβριος,0,17,32,411,460
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2014,Δεκέμβριος,0,0,0,42,42
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2014,Δεκέμβριος,0,0,0,15,15
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2014,Δεκέμβριος,0,2,18,1762,1782
LIM,23,Λιμενεργάτες,2014,Δεκέμβριος,0,0,0,0,0
Σύνολο,Σύνολο,Σύνολο,2014,Δεκέμβριος,46,4163,4879,20549,29637
A,1,"Γεωργία, δασοκομία και αλιεία",2015,Ιανουάριος,0,0,1,147,148
B,2,Ορυχεία και λατομεία,2015,Ιανουάριος,0,0,0,25,25
C,3,Μεταποίηση,2015,Ιανουάριος,59,0,2,1638,1699
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2015,Ιανουάριος,0,0,0,14,14
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2015,Ιανουάριος,0,0,0,16,16
F,6,Κατασκευές,2015,Ιανουάριος,0,2,14,2087,2103
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2015,Ιανουάριος,0,242,34,3738,4014
H,8,Μεταφορά και αποθήκευση,2015,Ιανουάριος,0,40,12,1143,1195
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2015,Ιανουάριος,0,4306,4723,3980,13009
J,10,Ενημέρωση και επικοινωνία,2015,Ιανουάριος,0,0,1,623,624
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2015,Ιανουάριος,0,0,0,584,584
L,12,Διαχείριση ακίνητης περιουσίας,2015,Ιανουάριος,0,0,8,176,184
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2015,Ιανουάριος,0,1,1,726,728
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2015,Ιανουάριος,0,60,35,723,818
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2015,Ιανουάριος,0,17,1,2523,2541
P,16,Εκπαίδευση,2015,Ιανουάριος,0,9,3,356,368
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2015,Ιανουάριος,0,1,2,307,310
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2015,Ιανουάριος,0,55,14,412,481
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2015,Ιανουάριος,0,17,30,421,468
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2015,Ιανουάριος,0,0,0,39,39
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2015,Ιανουάριος,0,0,0,13,13
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2015,Ιανουάριος,0,4,18,1832,1854
LIM,23,Λιμενεργάτες,2015,Ιανουάριος,0,0,0,1,1
Σύνολο,Σύνολο,Σύνολο,2015,Ιανουάριος,59,4754,4899,21524,31236
A,1,"Γεωργία, δασοκομία και αλιεία",2015,Φεβρουάριος,0,0,1,143,144
B,2,Ορυχεία και λατομεία,2015,Φεβρουάριος,0,0,0,25,25
C,3,Μεταποίηση,2015,Φεβρουάριος,54,0,3,1628,1685
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2015,Φεβρουάριος,0,0,0,11,11
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2015,Φεβρουάριος,0,0,0,15,15
F,6,Κατασκευές,2015,Φεβρουάριος,0,2,14,2093,2109
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2015,Φεβρουάριος,0,243,33,3753,4029
H,8,Μεταφορά και αποθήκευση,2015,Φεβρουάριος,0,40,11,1123,1174
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2015,Φεβρουάριος,0,4323,4609,3978,12910
J,10,Ενημέρωση και επικοινωνία,2015,Φεβρουάριος,0,0,1,617,618
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2015,Φεβρουάριος,0,0,0,576,576
L,12,Διαχείριση ακίνητης περιουσίας,2015,Φεβρουάριος,0,0,7,188,195
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2015,Φεβρουάριος,0,1,1,728,730
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2015,Φεβρουάριος,0,59,34,723,816
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2015,Φεβρουάριος,0,17,1,2365,2383
P,16,Εκπαίδευση,2015,Φεβρουάριος,0,9,3,328,340
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2015,Φεβρουάριος,0,2,1,310,313
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2015,Φεβρουάριος,0,57,13,418,488
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2015,Φεβρουάριος,0,22,30,413,465
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2015,Φεβρουάριος,0,0,0,42,42
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2015,Φεβρουάριος,0,0,0,11,11
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2015,Φεβρουάριος,0,6,18,1796,1820
LIM,23,Λιμενεργάτες,2015,Φεβρουάριος,0,0,0,1,1
Σύνολο,Σύνολο,Σύνολο,2015,Φεβρουάριος,54,4781,4780,21285,30900
A,1,"Γεωργία, δασοκομία και αλιεία",2015,Μάρτιος,0,0,1,139,140
B,2,Ορυχεία και λατομεία,2015,Μάρτιος,0,0,0,27,27
C,3,Μεταποίηση,2015,Μάρτιος,48,0,3,1567,1618
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2015,Μάρτιος,0,0,0,12,12
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2015,Μάρτιος,0,0,0,13,13
F,6,Κατασκευές,2015,Μάρτιος,0,2,12,2075,2089
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2015,Μάρτιος,0,236,32,3826,4094
H,8,Μεταφορά και αποθήκευση,2015,Μάρτιος,0,39,11,1465,1515
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2015,Μάρτιος,0,3806,4444,3891,12141
J,10,Ενημέρωση και επικοινωνία,2015,Μάρτιος,0,0,1,596,597
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2015,Μάρτιος,0,1,0,561,562
L,12,Διαχείριση ακίνητης περιουσίας,2015,Μάρτιος,0,0,4,153,157
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2015,Μάρτιος,0,1,1,715,717
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2015,Μάρτιος,0,58,34,700,792
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2015,Μάρτιος,0,17,1,2385,2403
P,16,Εκπαίδευση,2015,Μάρτιος,0,9,3,310,322
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2015,Μάρτιος,0,2,1,313,316
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2015,Μάρτιος,0,55,14,404,473
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2015,Μάρτιος,0,12,30,400,442
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2015,Μάρτιος,0,0,0,43,43
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2015,Μάρτιος,0,0,0,20,20
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2015,Μάρτιος,0,6,18,1787,1811
LIM,23,Λιμενεργάτες,2015,Μάρτιος,0,0,0,10,10
Σύνολο,Σύνολο,Σύνολο,2015,Μάρτιος,48,4244,4610,21412,30314
A,1,"Γεωργία, δασοκομία και αλιεία",2015,Απρίλιος,0,0,2,152,154
B,2,Ορυχεία και λατομεία,2015,Απρίλιος,0,0,0,26,26
C,3,Μεταποίηση,2015,Απρίλιος,10,0,2,1455,1467
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2015,Απρίλιος,0,0,0,52,52
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2015,Απρίλιος,0,0,0,9,9
F,6,Κατασκευές,2015,Απρίλιος,0,0,12,1977,1989
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2015,Απρίλιος,0,0,24,3677,3701
H,8,Μεταφορά και αποθήκευση,2015,Απρίλιος,0,1,10,1305,1316
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2015,Απρίλιος,0,38,3188,3189,6415
J,10,Ενημέρωση και επικοινωνία,2015,Απρίλιος,0,0,1,577,578
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2015,Απρίλιος,0,1,0,556,557
L,12,Διαχείριση ακίνητης περιουσίας,2015,Απρίλιος,0,0,2,126,128
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2015,Απρίλιος,0,0,1,696,697
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2015,Απρίλιος,0,0,27,619,646
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2015,Απρίλιος,0,1,1,2084,2086
P,16,Εκπαίδευση,2015,Απρίλιος,0,0,2,302,304
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2015,Απρίλιος,0,2,0,299,301
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2015,Απρίλιος,0,2,11,381,394
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2015,Απρίλιος,0,0,22,369,391
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2015,Απρίλιος,0,0,0,45,45
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2015,Απρίλιος,0,0,0,20,20
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2015,Απρίλιος,0,0,11,1692,1703
LIM,23,Λιμενεργάτες,2015,Απρίλιος,0,0,0,9,9
Σύνολο,Σύνολο,Σύνολο,2015,Απρίλιος,10,45,3316,19617,22988
A,1,"Γεωργία, δασοκομία και αλιεία",2015,Μάιος,0,0,2,147,149
B,2,Ορυχεία και λατομεία,2015,Μάιος,0,0,0,26,26
C,3,Μεταποίηση,2015,Μάιος,3,0,0,1370,1373
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2015,Μάιος,0,0,0,66,66
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2015,Μάιος,0,0,0,7,7
F,6,Κατασκευές,2015,Μάιος,0,0,12,1934,1946
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2015,Μάιος,0,0,12,3346,3358
H,8,Μεταφορά και αποθήκευση,2015,Μάιος,0,0,5,1041,1046
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2015,Μάιος,0,5,1151,2022,3178
J,10,Ενημέρωση και επικοινωνία,2015,Μάιος,0,0,1,560,561
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2015,Μάιος,0,0,0,536,536
L,12,Διαχείριση ακίνητης περιουσίας,2015,Μάιος,0,0,2,98,100
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2015,Μάιος,0,0,0,679,679
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2015,Μάιος,0,0,10,452,462
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2015,Μάιος,0,0,0,1138,1138
P,16,Εκπαίδευση,2015,Μάιος,0,0,0,383,383
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2015,Μάιος,0,1,0,262,263
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2015,Μάιος,0,0,4,268,272
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2015,Μάιος,0,0,14,299,313
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2015,Μάιος,0,0,0,38,38
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2015,Μάιος,0,0,0,23,23
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2015,Μάιος,0,1,7,1702,1710
LIM,23,Λιμενεργάτες,2015,Μάιος,0,0,0,10,10
Σύνολο,Σύνολο,Σύνολο,2015,Μάιος,3,7,1220,16407,17637
A,1,"Γεωργία, δασοκομία και αλιεία",2015,Ιούνιος,0,0,1,140,141
B,2,Ορυχεία και λατομεία,2015,Ιούνιος,0,0,0,27,27
C,3,Μεταποίηση,2015,Ιούνιος,0,0,0,1279,1279
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2015,Ιούνιος,0,0,0,72,72
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2015,Ιούνιος,0,0,0,6,6
F,6,Κατασκευές,2015,Ιούνιος,0,0,9,1843,1852
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2015,Ιούνιος,0,0,8,3157,3165
H,8,Μεταφορά και αποθήκευση,2015,Ιούνιος,0,0,1,954,955
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2015,Ιούνιος,0,2,460,1723,2185
J,10,Ενημέρωση και επικοινωνία,2015,Ιούνιος,0,0,1,533,534
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2015,Ιούνιος,0,0,0,492,492
L,12,Διαχείριση ακίνητης περιουσίας,2015,Ιούνιος,0,0,1,85,86
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2015,Ιούνιος,0,0,0,717,717
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2015,Ιούνιος,0,0,7,397,404
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2015,Ιούνιος,0,0,0,1533,1533
P,16,Εκπαίδευση,2015,Ιούνιος,0,0,0,1283,1283
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2015,Ιούνιος,0,0,0,254,254
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2015,Ιούνιος,0,0,4,251,255
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2015,Ιούνιος,0,0,9,345,354
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2015,Ιούνιος,0,0,0,40,40
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2015,Ιούνιος,0,0,0,26,26
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2015,Ιούνιος,0,1,7,2163,2171
LIM,23,Λιμενεργάτες,2015,Ιούνιος,0,0,0,11,11
Σύνολο,Σύνολο,Σύνολο,2015,Ιούνιος,0,3,508,17331,17842
A,1,"Γεωργία, δασοκομία και αλιεία",2015,Ιούλιος,0,0,0,124,124
B,2,Ορυχεία και λατομεία,2015,Ιούλιος,0,0,0,29,29
C,3,Μεταποίηση,2015,Ιούλιος,0,0,1,1243,1244
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2015,Ιούλιος,0,0,0,67,67
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2015,Ιούλιος,0,0,0,6,6
F,6,Κατασκευές,2015,Ιούλιος,0,0,7,1796,1803
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2015,Ιούλιος,0,0,7,3079,3086
H,8,Μεταφορά και αποθήκευση,2015,Ιούλιος,0,0,1,879,880
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2015,Ιούλιος,0,0,298,1517,1815
J,10,Ενημέρωση και επικοινωνία,2015,Ιούλιος,0,0,0,488,488
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2015,Ιούλιος,0,0,0,442,442
L,12,Διαχείριση ακίνητης περιουσίας,2015,Ιούλιος,0,0,2,73,75
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2015,Ιούλιος,0,0,0,753,753
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2015,Ιούλιος,0,0,4,359,363
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2015,Ιούλιος,0,0,0,1734,1734
P,16,Εκπαίδευση,2015,Ιούλιος,0,0,0,2242,2242
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2015,Ιούλιος,0,0,1,260,261
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2015,Ιούλιος,0,0,3,251,254
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2015,Ιούλιος,0,0,4,399,403
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2015,Ιούλιος,0,0,0,38,38
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2015,Ιούλιος,0,0,0,23,23
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2015,Ιούλιος,0,1,8,2107,2116
LIM,23,Λιμενεργάτες,2015,Ιούλιος,0,0,0,7,7
Σύνολο,Σύνολο,Σύνολο,2015,Ιούλιος,0,1,336,17916,18253
A,1,"Γεωργία, δασοκομία και αλιεία",2015,Αύγουστος,0,0,0,120,120
B,2,Ορυχεία και λατομεία,2015,Αύγουστος,0,0,0,23,23
C,3,Μεταποίηση,2015,Αύγουστος,0,0,0,1226,1226
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2015,Αύγουστος,0,0,0,64,64
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2015,Αύγουστος,0,0,0,5,5
F,6,Κατασκευές,2015,Αύγουστος,0,0,6,1658,1664
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2015,Αύγουστος,0,0,5,2980,2985
H,8,Μεταφορά και αποθήκευση,2015,Αύγουστος,0,0,1,827,828
I,9,Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης,2015,Αύγουστος,0,0,247,1433,1680
J,10,Ενημέρωση και επικοινωνία,2015,Αύγουστος,0,0,0,450,450
K,11,Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες,2015,Αύγουστος,0,0,0,379,379
L,12,Διαχείριση ακίνητης περιουσίας,2015,Αύγουστος,0,0,1,68,69
M,13,"Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες",2015,Αύγουστος,0,0,1,759,760
N,14,Διοικητικές και υποστηρικτικές δραστηριότητες,2015,Αύγουστος,0,0,2,348,350
O,15,Δημόσια διοίκηση και άμυνα. Υποχρεωτική κοινωνική ασφάλιση,2015,Αύγουστος,0,0,0,1751,1751
P,16,Εκπαίδευση,2015,Αύγουστος,0,0,0,2346,2346
Q,17,Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα,2015,Αύγουστος,0,0,1,273,274
R,18,"Τέχνες, διασκέδαση και ψυχαγωγία",2015,Αύγουστος,0,0,1,242,243
S,19,Άλλες δραστηριότητες παροχής υπηρεσιών,2015,Αύγουστος,0,0,2,401,403
T,20,Δραστηριότητες νοικοκυριών ως εργοδοτών,2015,Αύγουστος,0,0,0,33,33
U,21,Δραστηριότητες ετερόδικων οργανισμών και φορέων,2015,Αύγουστος,0,0,0,25,25
N/A,22,Μη δηλωμένη οικονομική δραστηριότητα,2015,Αύγουστος,0,1,8,2066,2075
LIM,23,Λιμενεργάτες,2015,Αύγουστος,0,0,0,6,6
Σύνολο,Σύνολο,Σύνολο,2015,Αύγουστος,0,1,275,17483,17759
A,1,"Γεωργία, δασοκομία και αλιεία",2015,Σεπτέμβριος,0,0,0,119,119
B,2,Ορυχεία και λατομεία,2015,Σεπτέμβριος,0,0,0,26,26
C,3,Μεταποίηση,2015,Σεπτέμβριος,19,0,0,1256,1275
D,4,"Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού",2015,Σεπτέμβριος,0,0,0,63,63
E,5,"Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης",2015,Σεπτέμβριος,0,0,0,4,4
F,6,Κατασκευές,2015,Σεπτέμβριος,0,0,9,1612,1621
G,7,Χονδρικό και λιανικό εμπόριο.  Επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών,2015,Σεπτέμβριος,0,0,6,2986,2992
H,8,Μεταφορά και αποθήκευση,2015,Σεπτέμβριος,0,0,2,785,787
